@relation databasetraining

@attribute area numeric
@attribute perimeter numeric
@attribute circularity numeric
@attribute compactness numeric
@attribute major numeric
@attribute minor numeric
@attribute eccentricity numeric
@attribute hisgreypeak numeric
@attribute q1grey numeric
@attribute q2grey numeric
@attribute q3grey numeric
@attribute q1r numeric
@attribute q2r numeric
@attribute q3r numeric
@attribute q1g numeric
@attribute q2g numeric
@attribute q3g numeric
@attribute q1b numeric
@attribute q2b numeric
@attribute q3b numeric
@attribute Stage {'Stage 1','Stage 2','Stage 3','Stage 4', 'Stage 5'}

@data
160454.0, 8877.68652, 0.0255835466, 0.00203587394, 489.475067, 438.770233, 1.2444768, 73.0, 72.0, 83.0, 102.0, 73.0, 87.0, 111.0, 107.0, 119.0, 147.0, 35.0, 42.0, 52.0,'Stage 3'
196287.0, 10052.165, 0.0244108085, 0.00194255041, 705.270752, 453.528381, 2.41825891, 69.0, 58.0, 73.0, 89.0, 58.0, 72.0, 92.0, 76.0, 102.0, 119.0, 39.0, 45.0, 57.0,'Stage 3'
262344.0, 10499.7178, 0.0299037565, 0.00237966538, 646.187012, 502.614319, 1.6529007, 48.0, 52.0, 72.0, 90.0, 50.0, 72.0, 92.0, 71.0, 99.0, 121.0, 36.0, 46.0, 56.0,'Stage 3'
377856.0, 10893.1201, 0.040015813, 0.00318435719, 581.504272, 534.882935, 1.18192065, 45.0, 42.0, 52.0, 71.0, 40.0, 52.0, 75.0, 61.0, 76.0, 99.0, 25.0, 31.0, 40.0,'Stage 3'
285061.0, 13045.7275, 0.0210480131, 0.00167494756, 679.341125, 530.013367, 1.64286602, 57.0, 53.0, 67.0, 88.0, 50.0, 67.0, 93.0, 72.0, 95.0, 119.0, 33.0, 42.0, 54.0,'Stage 3'
62528.0, 5457.54199, 0.0263809394, 0.00209932844, 460.87442, 198.798553, 5.37450838, 87.0, 85.0, 92.0, 106.0, 92.0, 101.0, 119.0, 127.0, 135.0, 154.0, 36.0, 41.0, 48.0,'Stage 3'
327612.0, 10765.1064, 0.0355249122, 0.00282698288, 680.147827, 369.703613, 3.38453674, 44.0, 49.0, 68.0, 80.0, 47.0, 67.0, 81.0, 69.0, 98.0, 114.0, 31.0, 38.0, 48.0,'Stage 3'
266029.0, 8364.63965, 0.0477798022, 0.00380219566, 522.081909, 430.393616, 1.47145057, 39.0, 39.0, 49.0, 62.0, 37.0, 49.0, 64.0, 57.0, 73.0, 89.0, 22.0, 26.0, 35.0,'Stage 3'
215792.0, 11604.5625, 0.0201366711, 0.00160242536, 628.153748, 439.249542, 2.04507518, 72.0, 67.0, 78.0, 94.0, 65.0, 77.0, 98.0, 89.0, 109.0, 127.0, 41.0, 48.0, 59.0,'Stage 3'
131652.0, 8115.50195, 0.0251192451, 0.00199892605, 419.656677, 378.610168, 1.22858083, 61.0, 66.0, 76.0, 96.0, 67.0, 79.0, 107.0, 97.0, 111.0, 129.0, 33.0, 40.0, 46.0,'Stage 3'
152955.0, 5605.65869, 0.0611674339, 0.00486754999, 475.765045, 166.606323, 8.1545887, 65.0, 59.0, 70.0, 90.0, 60.0, 73.0, 99.0, 90.0, 107.0, 127.0, 26.0, 30.0, 44.0,'Stage 3'
286302.0, 9186.25, 0.0426341593, 0.0033927185, 589.724609, 398.782501, 2.18688679, 49.0, 44.0, 52.0, 63.0, 41.0, 50.0, 65.0, 62.0, 74.0, 89.0, 27.0, 32.0, 41.0,'Stage 3'
225921.0, 9772.80664, 0.0297254119, 0.00236547319, 679.852905, 343.391632, 3.91967916, 48.0, 49.0, 73.0, 89.0, 47.0, 72.0, 92.0, 68.0, 100.0, 120.0, 34.0, 45.0, 56.0,'Stage 3'
60408.0, 3357.9248, 0.0673228279, 0.00535738049, 364.537781, 141.473114, 6.63952923, 83.0, 79.0, 85.0, 96.0, 84.0, 91.0, 106.0, 119.0, 126.0, 137.0, 33.0, 38.0, 46.0,'Stage 3'
241089.0, 4822.21826, 0.130284727, 0.0103677288, 564.712585, 230.229965, 6.01632452, 37.0, 41.0, 53.0, 62.0, 39.0, 52.0, 64.0, 60.0, 77.0, 90.0, 24.0, 29.0, 36.0,'Stage 3'
58676.0, 3320.2207, 0.0668861866, 0.00532263378, 341.220673, 173.684586, 3.85965157, 86.0, 82.0, 87.0, 96.0, 88.0, 95.0, 105.0, 123.0, 130.0, 139.0, 34.0, 38.0, 46.0,'Stage 3'
206507.0, 9393.59375, 0.0294090584, 0.00234029861, 613.791748, 435.581848, 1.98564899, 52.0, 52.0, 66.0, 82.0, 49.0, 64.0, 86.0, 72.0, 89.0, 110.0, 35.0, 43.0, 52.0,'Stage 3'
316860.0, 10249.1602, 0.0379053727, 0.00301641366, 598.483093, 520.566162, 1.32175767, 51.0, 42.0, 52.0, 65.0, 41.0, 51.0, 66.0, 61.0, 77.0, 93.0, 25.0, 30.0, 38.0,'Stage 3'
